A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3,E1,E2,E3,F1,F2,F3,G1,G2,G3,H1,H2,H3,PCI
0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.11,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.15,50.0
0.0,1.45,0.01,0.0,0.32,0.56,0.33,0.6,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.65,0.05,0.0,0.56,0.0,18.0
0.04,0.0,0.0,0.6,0.0,0.0,3.01,0.48,0.6,0.12,0.0,0.37,0.0,0.23,0.17,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
0.0,0.0,1.26,0.0,0.0,0.0,0.15,0.0,0.37,0.5,0.15,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.36,0.0,0.25,0.0,0.0,0.78,48.0
0.0,0.0,0.0,0.0,0.65,0.0,0.3,0.26,0.22,0.3,0.56,0.45,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,1.25,0.0,58.0
0.0,1.65,0.0,0.0,0.0,0.26,0.0,0.26,0.22,0.43,0.0,0.15,0.0,0.6,0.0,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0
0.6,0.0,0.0,1.3,0.0,0.0,0.256,0.0,1.13,0.0,0.22,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.79,0.15,0.0,0.0,0.15,74.0
0.0,0.0,1.05,0.0,0.15,0.56,0.0,0.23,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.33,0.16,0.0,0.0,0.17,0.0,0.18,0.45,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0
0.0,0.65,0.0,0.0,0.0,0.0,1.0,0.6,0.645,0.2,0.5,0.0,0.66,0.23,0.0,0.0,0.0,0.0,0.0,0.99,0.19,0.0,0.0,0.5,56.0
0.0,0.0,0.0,0.0,0.66,0.66,0.61,1.7,0.6,0.0,0.21,0.48,0.0,0.0,0.0,0.01,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
0.04,0.0,1.05,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.45,0.455,0.23,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.3,0.0,24.0
0.0,0.8,0.0,0.0,0.62,0.0,0.8,0.0,0.33,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.56,0.0,0.0,0.5,50.0
0.0,0.0,0.0,1.25,0.2,0.45,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,1.06,0.0,0.0,0.0,0.23,0.45,0.75,0.33,0.0,0.69,0.0,0.2,0.0,0.0,0.01,0.4,0.25,0.0,0.0,0.0,0.25,0.0,14.0
0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,68.0
0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.14,0.0,0.0,0.25,0.2,0.0,0.9,0.55,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.0,0.6,0.0,1.22,0.15,0.0,0.0,0.6,0.0,0.0,0.1,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.455,0.0,54.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.5,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.5,0.0,0.0,0.22,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,94.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.23,0.6,0.0,0.76,0.0,0.0,0.2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.0,0.0,0.0,0.0,0.0,0.45,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
0.0,0.3,0.0,0.6,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,56.0
0.0,2.4,0.0,0.0,1.2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,44.0
0.9,0.0,0.0,0.0,0.4,0.0,1.28,1.2,0.605,0.3,0.12,0.53,0.0,0.44,0.78,0.15,0.0,0.06,0.15,0.0,0.63,0.66,0.0,0.8,28.0
0.0,0.56,0.0,0.0,0.5,0.0,0.0,0.43,1.59,0.22,0.7,0.23,0.0,1.4,2.96,0.0,0.06,0.0,0.0,0.23,0.0,0.0,0.0,0.0,38.0
0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.23,0.0,0.66,0.0,0.0,0.0,58.0
0.6,0.0,0.0,0.0,0.0,0.0,0.69,0.6,0.0,0.0,0.75,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.26,0.0,0.0,0.65,0.0,0.6,0.213,1.91,0.25,0.0,0.0,0.56,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,32.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.65,0.23,0.26,0.0,0.0,0.0,0.78,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,74.0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.95,0.5,0.23,0.6,0.8,0.0,1.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0
0.0,0.0,0.0,0.0,1.2,0.0,0.6,0.0,0.56,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.62,0.556,0.0,0.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,48.0
0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.46,0.9,0.1,0.3,0.26,0.0,0.0,0.69,0.0,0.03,0.0,0.3,0.3,0.0,0.0,0.0,0.45,50.0
0.0,0.65,0.0,0.0,0.6,0.0,0.0,0.0,1.8,0.21654,0.23,0.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,40.0
0.0,0.0,0.262,0.0,0.0,0.54,0.62,0.66,0.4,0.51,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.451,0.0,0.0,42.0
0.0,0.0,0.65,0.0,0.0,0.0,0.23,1.44,0.56,0.0,0.37,0.62,0.0,0.96,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,54.0
0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.1,0.94,0.0,0.0,1.03,0.0,0.0,1.23,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.69,28.0
0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.12,0.455,0.12,0.0,0.0,72.0
0.23,0.0,0.26,0.0,0.0,0.5,1.5,1.6,0.0,0.15,0.63,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.0,0.63,0.0,2.6,0.0,0.89,0.0,0.0,0.0,0.85,0.717,0.0,0.15,0.0,0.0,0.0,0.06,0.15,0.22,0.0,0.0,0.66,0.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.7,0.0,0.12,1.23,0.0,1.22,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,60.0
0.0,1.23,0.0,0.0,0.0,0.5,0.78,0.245,0.0,0.63,0.42,0.323,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.45,0.0,0.0,1.23,36.0
0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.3,0.0,0.0,0.03,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,40.0
0.0,0.0,0.45,0.0,0.0,0.54,0.66,0.0,0.2156,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,4.5
0.0,0.32,0.0,0.0,0.0,0.0,0.6,0.8,0.15,0.23,0.22,0.14,0.0,0.0,0.23,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.11,0.0,0.0,0.0,0.96,0.512,0.6,0.6,0.0,0.0,0.76,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.85,0.0,1.56,48.0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.54,1.15,0.9,0.26,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.66,0.0,0.0,0.11,0.0,0.0,52.0
0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.55,0.6,0.215,0.71,0.0,0.0,0.0,3.75,0.0,0.07,0.0,0.0,0.55,0.0,0.0,0.18,0.0,58.0
0.0,0.0,0.0,0.0,0.85,0.15,0.653,0.33,0.74,0.32,0.96,0.72,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,62.0
0.0,0.0,0.45,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.68,0.0,0.0,1.23,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.96,20.0
0.22,0.51,0.0,0.0,0.0,0.0,0.15,1.665,0.066,0.056,0.11,0.22,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,72.0
0.0,0.0,0.0,0.0,0.85,0.15,0.6,0.0,0.765,0.656,0.6,0.15,0.0,0.0,0.36,0.0,0.08,0.0,0.0,0.0,0.96,0.0,0.6,0.0,50.0
0.0,0.15,0.5,0.0,0.0,0.0,0.0,0.62,1.3,0.9,0.74,0.0,0.0,0.65,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.15,0.0,0.0,0.0,0.0,1.65,0.6,0.11,0.29,0.0,0.1,0.0,0.0,0.99,0.0,0.0,0.14,0.0,0.33,0.0,0.0,0.0,0.66,32.0
0.0,0.23,0.0,0.0,0.51,0.15,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.11,0.0,0.0,0.0,1.2,0.0,0.33,0.23,0.14,0.0,58.0
0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.7,0.606,0.0,0.482,0.06,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
0.0,0.0,0.56,0.0,0.0,0.05,0.85,0.71,0.765,0.1,0.0,0.0,0.0,0.66,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,62.0
0.0,0.52,0.0,0.0,0.15,0.0,0.74,0.6,0.56,0.816,2.28,0.0,0.0,0.99,0.0,0.09,0.0,0.11,0.3,0.0,0.74,0.0,0.0,0.66,28.0
0.56,0.0,0.0,0.0,0.0,0.632,0.145,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.47,0.0,82.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,1.38,0.126,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.0,0.33,0.0,0.0,0.0,0.0,56.0
0.0,0.0,0.0,0.0,0.0,0.545,0.516,0.9,0.55,0.0,0.0,0.56,0.0,2.336,0.7,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,60.0
0.0,0.0,0.99,0.0,0.5,0.0,0.56,0.5,0.74,0.32,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.48,0.0,0.0,0.6,0.0,0.0,60.0
0.0,0.5,0.32,0.0,1.25,0.5,0.0,0.6,2.618,0.216,1.05,1.1,0.0,0.23,1.33,0.8,0.11,0.0,0.0,0.66,0.0,0.0,0.455,0.78,12.0
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.35,0.0,0.6,0.0,0.06,0.66,0.0,0.23,0.55,0.0,0.0,20.0
0.0,0.0,0.0,0.0,0.15,0.0,0.165,0.12,0.5,0.0,0.0,0.4,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
0.0,1.2,1.3,0.0,1.0,0.05,0.65,0.0,0.23,0.51,0.0,0.0,0.0,0.0,0.45,0.0,0.33,0.0,0.0,0.0,0.32,0.0,0.65,0.0,24.0
0.0,0.0,0.15,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.45,0.0,1.33,0.0,0.0,78.0
0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.15,0.8,0.15,0.0,0.44,0.0,0.33,1.5,0.0,0.0,0.08,0.0,0.3,0.0,0.47,0.0,0.0,38.0
0.0,0.0,0.5,0.0,0.0,0.0,0.36,0.0,0.6,0.36,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,66.0
0.0,0.18,0.0,0.0,0.6,0.0,0.15,0.3,0.32,0.66,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.8,0.7,0.0,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
0.0,0.63,0.0,0.0,0.0356,0.0,0.0,0.0,0.0,0.31,0.7255,0.2,0.0,2.6,0.75,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,64.0
0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.426,0.21,0.0,0.31,0.88,0.0,0.0,0.0,0.0,0.0,0.32,0.6,0.0,0.0,68.0
0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.756,0.68,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.23,0.0,0.0,0.66,0.12,0.6,0.19,0.0,0.0,1.17,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,40.0
0.0,0.25,0.0,0.0,0.0,0.0,0.21,0.8,0.45,0.3,0.66,1.21,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,54.0
0.0,0.0,0.32,0.66,0.0,0.15,0.0,0.14,0.66,0.66,0.36,0.0,0.0,0.32,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.0,0.0,0.0,0.23,0.56,0.0,0.9,0.3,0.0,0.3,0.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.33,0.0,0.23,0.0,0.0,50.0
0.0,0.24,0.0,0.0,0.6,0.0,0.1,0.25,0.3,0.147,0.0,0.6,0.0,0.1,0.09,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,46.0
0.0,0.0,0.28,0.0,0.0,0.66,0.515,0.0,0.0,0.362,0.0,0.0,0.68,0.0,0.96,0.0,0.165,0.0,0.0,0.0,0.165,0.0,0.51,0.0,74.0
0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,82.0
0.0,0.32,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.24,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.459,0.63,0.0,0.63,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.33,0.0,0.0,84.0
0.52,0.0,0.0,0.0,0.0,0.0,0.354,0.26,0.15,0.0,0.16,0.0,0.0,0.6,0.85,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.0,0.66,0.0,0.0,0.56,0.5,1.26,0.0,0.48,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.036,0.22,0.74,0.58,0.345,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.211,0.0,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.66,0.0,0.0,0.0,0.23,0.15,0.56,0.0,0.6,58.0
0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.21,0.55,0.05,0.0,0.33,0.64,0.0,0.0,0.0,0.0,0.15,0.66,0.0,0.66,0.0,66.0
0.0,0.0,0.32,0.0,0.0,0.2,0.0,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.0,0.09,0.02,0.02,0.11,0.23,0.0,0.11,0.12,0.0,46.0
1.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.22,0.3,62.0
0.0,1.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.23,0.0,0.55,0.77,0.04,0.09,0.0,0.0,0.0,0.22,0.15,0.0,0.0,40.0
0.98,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.12,0.212,0.0,0.26,0.89,0.0,0.0,0.0,0.06,0.0,0.15,0.56,0.0,0.65,0.0,48.0
0.0,0.15,0.0,0.89,0.0,0.0,0.3,0.52,0.2,0.0,0.52,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.11,0.85,0.0,64.0
0.0,0.0,0.0,0.0,0.96,0.12,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.23,0.0,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.6,66.0
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.78,0.11,0.0,0.2,0.0,0.0,0.0,0.33,0.0,0.0,0.32,32.0
0.0,0.66,0.0,0.12,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.1,0.66,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.0,0.0,0.15,0.0,26.0
0.11,0.0,0.95,0.0,0.62,0.33,1.366,0.6,0.0,0.0,1.166,0.126,0.32,0.0,1.08,0.0,0.01,0.12,0.0,0.05,0.15,0.0,0.2,0.2,30.0
0.0,0.66,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.12,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.66,0.0,74.0
0.0,0.0,0.0,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,88.0
0.0,2.1,0.0,0.0,0.0,0.3,0.0,0.03202,0.0,0.6,0.6,0.3,0.12,0.2,0.201,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,58.0
1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.85,0.78,0.25,1.02,0.0,0.0,0.3,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.3,0.0,20.0
0.0,0.58,0.66,0.0,0.0,0.0,0.66,0.12,0.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.51,0.0,0.33,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.6456,0.1,0.0,0.0,65.0
0.0,0.0,0.56,0.0,0.15,0.15,0.42,0.06,0.0,0.0,0.62,0.0,0.12,0.31,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,72.0
1.23,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.62,0.0,0.145,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
0.0,0.55,0.0,0.0,0.0,0.0,1.308,0.162,0.3976,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.0,0.0,1.01,0.23,0.0,0.32,1.0,0.0,0.0,0.2015,0.5,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1.2,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.262,0.023,0.12,0.23,0.1,0.0,0.27,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.015,0.0321,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.11,0.15,0.71,0.031,0.3,0.0,0.51,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.25,0.0,0.0,0.0,0.15,0.0,0.0,1.1906,0.662,0.021,0.216,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.6,0.321,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.0,38.0
0.0,0.3,0.0,0.15,0.0,0.0,0.6,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,82.0
0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,72.0
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.342,0.12,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.22,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.14,0.0,0.0,0.23,0.0,0.0,0.35,0.0,0.11,0.4,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.23,0.0,0.12,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
0.0,0.0,0.1,0.0,0.0,0.0,0.321,0.21,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.11,82.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
0.0,0.56,0.0,0.0,1.2,0.0,0.21,0.23,0.53,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,84.0
0.0,0.0,0.14,0.0,0.0,0.0,0.43,0.0,0.12,0.1551,0.772,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,64.0
0.0,0.0,0.0,0.0,0.0,0.15,0.252,0.0,0.0,0.0,0.32,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,88.0
0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.1,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,76.0
0.0,0.0,0.3,0.0,0.0,0.0,0.18,0.3301,0.93,0.0,0.032,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.05,0.0,0.33,0.0,0.01,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.23,0.21,0.0,0.23,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.25,0.15,0.19,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.0,0.23,0.0,0.0,0.0,0.031,0.12,0.15,0.0,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
