IRI0,Rainfall,Temperature min,Temperature max,Truck CV,Target IRI
3.77,2863.3,5264,11619,2157,4.7
4.47,2863.3,5264,11619,2157,5.9
4.38,2863.3,5264,11619,2157,6.1
3.85,2863.3,5264,11619,2157,5.2
3.99,2863.3,5264,11619,1774,4.8
4.04,2863.3,5264,11619,1774,5
3.98,2863.3,5264,11619,1774,4.4
4.3,2863.3,5264,11619,1774,5.5
4.14,2863.3,5264,11619,1774,5.3
4.02,2863.3,5264,11619,1774,4.6
3.94,2863.3,5264,11619,1774,4.7
4.04,2863.3,5264,11619,1774,5.2
4.33,2863.3,5264,11619,1774,5.5
4.25,2383.1,5264,11619,1774,5.45
6.84,2383.1,5264,11619,2058,10
6.49,2383.1,5264,11619,2058,10.1
5.96,2383.1,5264,11619,2058,8
6.26,2383.1,5264,11619,2058,8.9
6.31,2383.1,5264,11619,2058,9.7
6.2,2383.1,5264,11619,2058,9.6
5.93,2383.1,5264,11619,2058,9.1
6.86,2383.1,5264,11619,2058,10
6.33,2383.1,5264,11619,2058,8.3
6.1,2383.1,5264,11619,2058,6.9
6.25,2383.1,5264,11619,2058,8.6
6.22,2383.1,5264,11619,2058,9.3
6.39,2383.1,5264,11619,2058,8.6
6.95,2383.1,5264,11619,2058,9
6.74,3466.5,5264,11619,2058,8.6
6.87,3466.5,5264,11619,2058,11.6
6.36,3466.5,5264,11619,2058,8.9
7.05,3466.5,5264,11619,2058,9.1
6.92,3466.5,5264,11619,2058,9.8
6.09,3466.5,5264,11619,2058,8.7
6.1,3466.5,5264,11619,2058,9.9
6.87,3466.5,5264,11619,2058,10.1
7.59,3466.5,5264,11619,2058,9.9
7.59,3466.5,5264,11619,2058,12
6.97,3466.5,5264,11619,2058,10.8
7.1,3466.5,5264,11619,2058,9.9
7.94,3466.5,5264,11619,2058,11
7.02,3466.5,5264,11619,2058,10.7
6.22,3466.5,5264,11619,859,8.7
6.66,3466.5,5264,11619,859,11.4
6.2,3466.5,5264,11619,859,7.5
6.02,3466.5,5264,11619,859,9.2
7.75,3466.5,5264,11619,859,13.5
5.11,3466.5,5264,11619,859,16.2
7.37,3466.5,5264,11619,859,13
7.11,3466.5,5264,11619,859,11.9
6.52,3466.5,5264,11619,859,10.3
7.02,3466.5,5264,11619,859,11.8
6.26,3466.5,5264,11619,859,8.6
6.46,3466.5,5264,11619,859,9.3
6.46,3466.5,5264,11619,859,8.5
7.13,3466.5,5264,11619,859,11
7.85,3466.5,5264,11619,859,11.3
7.85,3466.5,5264,11619,1786,9.1
7.54,3466.5,5264,11619,1786,13.9
9.61,3466.5,5264,11619,1786,12.1
8.63,3466.5,5264,11619,1786,12.6
7.46,3466.5,5264,11619,1786,11
6.98,3466.5,5264,11619,1786,8.9
5.9,3466.5,5264,11619,1786,9
6.01,3466.5,5264,11619,1786,9.6
6.39,3466.5,5264,11619,1786,9.9
6.47,3466.5,5264,11619,1786,9.9
6.82,3466.5,5264,11619,1786,10.7
6.62,3466.5,5264,11619,1786,11
6.94,3466.5,5264,11619,1786,12.7
7.16,3466.5,5264,11619,1786,12
7.66,3466.5,5264,11619,1786,12.6
7.72,3466.5,5264,11619,1786,10.7
6.31,3466.5,5264,11619,1786,11.5
7.13,3466.5,5264,11619,1786,11.4
7.35,3466.5,5264,11619,1786,10.6
5.58,3466.5,5264,11619,1264,7.9
5.62,3466.5,5264,11619,1264,8.3
5.34,3466.5,5264,11619,1264,7.2
5.78,3466.5,5264,11619,1264,8.6
5.66,1704.2,5264,11619,1264,9.1
6.01,1704.2,5264,11619,1264,9
7.43,1704.2,5264,11619,1264,9.3
8.38,1704.2,5264,11619,1264,10.9
8.87,1704.2,5264,11619,1264,12.3
8.84,1704.2,5264,11619,1264,13
9.59,1704.2,5264,11619,1264,12.9
9.32,1704.2,5264,11619,1264,13.7
9.5,1704.2,5264,11619,1264,13.5
9.98,1704.2,5264,11619,1264,14.1
8.97,1704.2,5264,11619,1264,15.2
8.5,1704.2,5264,11619,1264,12.5
10.1,1704.2,5264,11619,1264,12.6
7.56,1704.2,5264,11619,1264,19
7.56,1704.2,5264,11619,1264,11.7
8.46,1704.2,5264,11619,1264,13.3
8.23,1704.2,5264,11619,1264,13.3
8.63,1704.2,5264,11619,1264,14.3
8.36,1704.2,5264,11619,1264,14.1
8.17,1704.2,5264,11619,1264,14.2
5.8,1704.2,5264,11619,1264,11.4
9.34,1704.2,5264,11619,1264,12.2
9.34,1704.2,7157,11162,1264,12.3
10.18,1704.2,7157,11162,1264,16.3
10.58,1704.2,7157,11162,1264,14.1
9.3,1704.2,7157,11162,1264,15.9
7.91,1704.2,7157,11162,1264,10
4.97,1704.2,7157,11162,1279,9
6.74,1704.2,7157,11162,1279,10.3
6.55,1704.2,7157,11162,1279,9.5
6.84,1704.2,7157,11162,1279,10.1
6.15,1704.2,7157,11162,1279,9.8
8.14,1704.2,7157,11162,1279,11.1
9.27,1704.2,7157,11162,1279,19
9.46,2580.1,7157,11162,1279,15.8
8.42,2580.1,7157,11162,1279,13.6
7.96,2580.1,7157,11162,1279,14.3
9.82,2580.1,7157,11162,1279,17.1
8.39,2580.1,7157,11162,1279,15.9
8.94,2580.1,7157,11162,1279,14.3
9.19,2580.1,7157,11162,1279,17.9
8.63,2580.1,7157,11162,1279,14.2
7.78,2580.1,7157,11162,1279,13.7
8.38,2206.5,7157,11162,1279,14.8
9.14,2206.5,7157,11162,1279,13.1
8.1,2206.5,7157,11162,1279,16.3
7.99,2206.5,7157,11162,1279,12.6
8.07,2206.5,7157,11162,1279,14.6
7.4,2206.5,7157,11162,1279,12.5
6.63,2206.5,7157,11162,1279,9.9
6.47,2206.5,7157,11162,1279,10
6.54,2206.5,7157,11162,1279,10.3
6.92,2206.5,7157,11162,1279,10.6
7.32,2206.5,7157,11162,1279,9.6
7.21,2206.5,7157,11162,1279,9.6
7.3,2206.5,7157,11162,1279,10.1
7.27,2206.5,7157,11162,1279,11.1
7.05,2206.5,7157,11162,1279,9.7
6.62,2206.5,7157,11162,1279,10.3
6.79,2206.5,7157,11162,1279,9.5
7.56,2206.5,7157,11162,1279,10.1
7.61,2235.2,7157,11162,1279,11
8.28,2235.2,7157,11162,1279,11.2
7.08,2235.2,7157,11162,1279,10.2
7,2235.2,7157,11162,1279,10.7
8.01,2235.2,7157,11162,1279,10.4
8.78,2235.2,7157,11162,1279,12.3
7.21,2235.2,7157,11162,1279,11.5
8.47,2235.2,7157,11162,1279,11.2
7.56,2235.2,7157,11162,1279,11.3
7.8,2235.2,7157,11162,1279,12.3
7.74,2235.2,7157,11162,1279,10.2
7.06,2235.2,7157,11162,1279,11.7
6.79,2732.6,7157,11162,913,10
7.38,2732.6,7157,11162,913,10
7.1,2732.6,7157,11162,913,10.9
7.19,2732.6,7157,11162,913,13.1
6.74,2732.6,7157,11162,913,11.6
7.54,2732.6,7157,11162,913,10
5.69,2732.6,7157,11162,913,11.9
5.78,2732.6,7157,11162,949,8.6
5.85,2732.6,7157,11162,949,8.1
5.86,2732.6,7157,11162,949,8.7
5.88,2732.6,7157,11162,949,9.5
6.5,2732.6,7157,11162,949,9.2
6.74,2732.6,7157,11162,949,9.2
6.63,2732.6,7157,11162,949,12.6
6.42,2732.6,7157,11162,949,10.2
8.22,2732.6,7157,11162,949,10.8
7.29,3077.7,7157,11162,949,11.8
6.15,3077.7,7157,11162,949,9.8
6.46,3077.7,7157,11162,949,10.6
6.78,3077.7,7157,11162,949,8.8
5.59,3077.7,7157,11162,949,9.6
5.27,3077.7,7157,11162,949,7.2
5.69,3077.7,7157,11162,949,7.9
6.52,3077.7,7157,11162,949,10
6.01,3077.7,7157,11162,949,8.8
6.1,3077.7,7157,11162,949,8.8
5,3077.7,7157,11162,949,8.6
5.11,3077.7,7157,11162,1027,6.1
3.98,3077.7,7157,11162,1027,6
5.14,3077.7,7157,11162,1027,6.9
4.82,3077.7,7157,11162,1027,6.4
3.77,3077.7,7157,11162,1027,5
4.46,3077.7,7157,11162,1027,4.9
5.67,3077.7,7157,11162,1027,8.2
4.81,3077.7,7157,11162,1027,5.3
3.35,3077.7,7157,11162,1027,4.3
3.94,3077.7,7157,11162,1027,4.9
5.16,3077.7,7157,11162,1027,8.7
4.84,3077.7,7157,11162,1027,7.4
4.15,3077.7,7157,11162,1027,4.6
4.22,3813.9,6980,10623,1027,6.6
4.9,3813.9,6980,10623,1027,9
6.04,3813.9,6980,10623,1027,8.3
4.57,3813.9,6980,10623,1027,7.4
5.13,3813.9,6980,10623,1027,8.3
5.22,3813.9,6980,10623,1027,8.2
4.44,3813.9,6980,10623,1027,7
4.34,3813.9,6980,10623,1027,7
4.26,3813.9,6980,10623,1027,7.9
4.95,3813.9,6980,10623,1027,7.9
4.87,3813.9,6980,10623,1027,7.7
4.73,3813.9,6980,10623,1027,7.6
4.87,3813.9,6980,10623,1027,7.1
5.11,3813.9,6980,10623,1027,7.3
4.54,3813.9,6980,10623,1027,5.9
4.54,3813.9,6980,10623,1027,6.4
3.83,3813.9,6980,10623,1027,5.5
4.07,3813.9,6980,10623,1027,6.1
3.91,3813.9,6980,10623,1027,6
5.21,3813.9,6980,10623,1027,7.4
4.9,3044.1,6980,10623,1027,6.6
5.27,3044.1,6980,10623,1027,6.4
6.22,3044.1,6980,10623,1027,7.8
3.77,3044.1,6980,10623,1027,4.5
3.94,3044.1,6980,10623,1027,5.3
4.07,3044.1,6980,10623,1027,5.5
5.18,3044.1,6980,10623,1027,7.1
4.25,3044.1,6980,10623,1027,5.6
4.39,3044.1,6980,10623,1027,5.8
4.63,3044.1,6980,10623,1027,6.4
3.96,3044.1,6980,10623,1027,5.4
4.14,5693,6980,10623,1027,5.5
4.23,5693,6980,10623,1027,7
4.36,5693,6980,10623,1027,6.2
6.63,5693,6980,10623,1027,10.8
6.04,5693,6980,10623,1027,8.9
6.02,5693,6980,10623,1027,8.1
5.9,5693,6980,10623,1027,6.6
5.61,5693,6980,10623,1027,9.1
5.96,5693,6980,10623,1027,8.7
6.44,3796.9,6980,10623,972,9.2
5.88,3796.9,6980,10623,972,8.4
4.47,3796.9,6980,10623,972,5.6
5.78,3796.9,6980,10623,972,8.7
4.92,3796.9,6980,10623,972,9.1
5.54,3796.9,6980,10623,972,7.7
4.49,3796.9,6980,10623,972,6.7
4.95,3796.9,6980,10623,972,8.2
4.39,3796.9,6980,10623,972,6
4.87,3796.9,6980,10623,972,7.6
5.42,3796.9,6980,10623,972,8
5.03,3796.9,6980,10623,972,8.6
5.83,3796.9,6980,10623,972,10.1
4.76,3796.9,6980,10623,972,6.7
4.57,3796.9,6980,10623,972,6.2
4.95,3796.9,6980,10623,972,6.5
4.86,3796.9,6980,10623,972,6.8
5.22,3796.9,6980,10623,972,7.6
5.5,3796.9,6980,10623,972,7.6
5.19,3796.9,6980,10623,972,7.1
5.43,3796.9,6980,10623,972,7.7
4.9,3796.9,6980,10623,972,7.9
5.34,3796.9,6980,10623,972,7.1
4.54,3796.9,6035,10821,972,6.8
5.22,4089.4,6035,10821,972,8
5.48,4089.4,6035,10821,972,8.3
5.82,4089.4,6035,10821,972,8.4
6.39,4089.4,6035,10821,972,9.9
4.38,4089.4,6035,10821,972,9.9
5.18,4089.4,6035,10821,972,9.2
5.98,4089.4,6035,10821,972,9.3
5.94,4089.4,6035,10821,972,8.6
4.98,4089.4,6035,10821,972,7.4
5.29,4089.4,6035,10821,972,8.9
4.74,4089.4,6035,10821,972,8.2
5.64,4089.4,6035,10821,972,7
5.22,4089.4,6035,10821,972,7.2
4.86,4089.4,6035,10821,972,8.6
5.3,4089.4,6035,10821,972,9.1
6.26,4089.4,6035,10821,972,7.1
5.54,4089.4,6035,10821,972,6.5
5.72,4089.4,6035,10821,972,8.5
5.82,4089.4,6035,10821,677,6.8
4.09,4089.4,6035,10821,677,9.1
4.52,4089.4,6035,10821,677,9.8
4.06,4089.4,6035,10821,677,8.3
4.09,4089.4,6035,10821,677,6.4
4.42,4089.4,6035,10821,677,6
4.63,4089.4,6035,10821,677,6.3
4.31,3443.5,6035,10821,677,6.6
3.93,3443.5,6035,10821,677,6.6
4.3,3443.5,6035,10821,677,6.3
4.58,3443.5,6035,10821,677,6.5
4.44,3443.5,6035,10821,677,6.2
4.66,3443.5,6035,10821,677,5.8
3.85,3443.5,6035,10821,677,5.8
3.96,4209.6,6035,10821,677,7.3
5.34,4209.6,6035,10821,677,7.6
5.29,4209.6,6035,10821,677,8.1
5.35,4209.6,6035,10821,677,7.2
4.2,4209.6,6035,10821,677,5.9
5.21,4209.6,6035,10821,677,6.8
4.95,4209.6,6035,10821,677,5.9
4.95,4209.6,6035,10821,677,7.2
4.55,4209.6,6035,10821,677,6.2
4.49,4209.6,6035,10821,677,5.4
4.22,4209.6,6035,10821,677,6.3
4.6,4209.6,6035,10821,677,6.2
4.07,4071.9,6297,10601,881,7.9
3.88,4071.9,6297,10601,881,6.8
5.08,4071.9,6297,10601,881,7.1
4.25,4071.9,6297,10601,881,6.5
4.25,4071.9,6297,10601,881,10.2
6.12,4071.9,6297,10601,881,9
7.5,4071.9,6297,10601,881,17.7
4.38,4071.9,6297,10601,881,8.3
5.11,4071.9,6297,10601,881,8.3
4.41,4071.9,6297,10601,881,9.6
5.7,4071.9,6297,10601,322,15.3
6.98,4071.9,6297,10601,322,14.7
8.86,4071.9,6297,10601,322,12.5
10.17,4071.9,6297,10601,322,14.3
10.12,4071.9,6297,10601,322,15.7
8.92,4071.9,6297,10601,322,11.6
9.86,4071.9,6297,10601,322,14
11.88,4071.9,6297,10601,322,14.2
9.74,4071.9,6297,10601,322,12.4
9.26,4071.9,6297,10601,322,14
9.18,4071.9,6297,10601,322,12.9
11.48,2339.6,8240,5451,322,18.2
10.42,2339.6,8240,5451,322,17.8
10.98,2339.6,8240,5451,322,15.1
12.34,2339.6,8240,5451,322,15
10.94,2339.6,8240,5451,322,16.4
10.5,2339.6,8240,5451,322,17.9
9.86,2339.6,8240,5451,322,14.5
10.52,2339.6,8240,5451,322,17.1
10.41,2339.6,8240,5451,322,18.1
10.79,2339.6,8240,5451,322,17.2
10.94,2339.6,8240,5451,322,17.2
10.36,2339.6,8240,5451,322,16.5
9.88,2339.6,8240,5451,322,19
10.55,2339.6,8240,5451,322,17.2
9.5,2339.6,8240,5451,322,14.6
10.94,2339.6,8240,5451,322,18.2
10.14,2339.6,8240,5451,322,16.8
10.74,2339.6,8240,5451,322,15.2
10.41,2339.6,8240,5451,322,14.2
5.83,2339.6,8240,5451,7262,13.8
6.31,2339.6,8240,5451,7262,10
6.36,2339.6,8240,5451,7262,10.9
2.57,2185.9,5971,5142,2244,3.6
4.07,2185.9,5971,5142,2244,5.9
5.7,2483.6,8531,0,2393,12
7.62,2483.6,8531,0,2393,15.7
7.96,2483.6,8531,0,2393,14.3
7.19,2483.6,8531,0,2393,9.3
6.65,2483.6,8531,0,2393,13.2
6.5,2483.6,8531,0,2393,13.1
5.78,2483.6,8531,0,2393,9.2
4.63,1960.1,5916,5328,2393,7.7
4.97,1960.1,5916,5328,2393,9.5
5.82,1960.1,5916,5328,2393,8
4.81,1960.1,5916,5328,2393,6.4
4.74,1960.1,5916,5328,2393,7
5.61,1960.1,5916,5328,2393,6.8
4.17,1960.1,5916,5328,2393,5.6
5.3,1960.1,5916,5328,247,6.2
5.06,1960.1,5916,5328,247,7.4
4.87,1960.1,5916,5328,247,7.7
4.7,1960.1,5916,5328,247,6.4
4.92,1960.1,5916,5328,247,6.9
5.16,1960.1,5916,5328,247,7.3
4.82,1960.1,5916,5328,247,6.9
5.66,1960.1,5916,5328,247,8.1
5.14,1960.1,5916,5328,247,8.7
5.42,1960.1,5916,5328,247,6.5
5.88,1960.1,5916,5328,247,8
4.76,1960.1,5916,5328,247,7.5
4.74,1960.1,5916,5328,247,7.6
3.93,2339.6,8240,5451,3373,5.4
4.86,2339.6,8240,5451,3373,8.4
3.96,2339.6,8240,5451,3373,5.7
4.36,2339.6,8240,5451,3373,5.3
3.96,2339.6,8240,5451,3373,5.8
4.5,2339.6,8240,5451,3373,6
5.32,2339.6,8240,5451,3373,8
4.25,2339.6,8240,5451,3373,10.1
5.72,2339.6,8240,5451,3373,10.2
6.09,2339.6,8240,5451,3373,10.2
4.65,2299.6,8240,5451,3373,9.7
5,2299.6,8240,5451,3373,6.9
4.12,2299.6,8240,5451,3373,9.7
3.93,2299.6,8240,5451,3373,5.3
4.6,2299.6,8240,5451,3373,7.4
3.66,2299.6,8240,5451,3373,6.5
4.2,2299.6,8240,5451,3373,6.1
3.59,2299.6,8240,5451,3373,5.4
4.04,2299.6,8240,5451,3373,5.2
4.34,2299.6,8240,5451,3373,5.3
5.11,2299.6,8240,5451,3373,9.5
3.77,2299.6,8240,5451,3373,8.6
4.25,2299.6,8240,5451,3373,6.2
4.23,2299.6,8240,5451,3373,5.2
3.77,2299.6,8240,5451,3373,6
5.03,2299.6,8240,5451,3373,6.8
3.99,2299.6,8240,5451,3373,5.7
4.33,2299.6,8240,5451,3373,7.9
4.31,2299.6,8240,5451,3373,5.5
4.52,2299.6,8240,5451,3373,6.5
4.41,2299.6,8240,5451,3373,6
3.99,2299.6,8240,5451,3373,6.7
3.5,2299.6,8240,5451,3373,5.3
3.88,2299.6,8240,5451,3373,5.5
3.5,2743.8,8240,5451,3373,6
3.8,2743.8,8240,5451,3373,6.1
3.42,2743.8,8240,5451,3373,7.9
3.29,2743.8,8240,5451,3373,7.7
4.44,2743.8,8240,5451,3373,8.1
4.63,2743.8,8240,5451,3373,7.2
4.65,2743.8,8240,5451,3373,5.2
4.14,2743.8,7919,5158,1157,5.1
3.7,2743.8,7919,5158,1157,4.9
4.44,2743.8,7919,5158,1157,5.4
4.07,2743.8,7919,5158,1157,5.5
4.02,2642.9,7919,5158,1157,5.2
4.31,2642.9,7919,5158,1157,5.7
3.78,2642.9,7919,5158,1157,4.6
4.25,2642.9,7919,5158,1157,7.4
4.04,2642.9,7919,5158,1157,5.3
3.7,2642.9,7919,5158,1157,4.6
4.57,2642.9,7919,5158,1157,8.3
4.65,2642.9,7919,5158,1157,8.3
4.97,2642.9,7919,5158,1157,6.7
4.38,2642.9,7919,5158,1157,6.6
4.71,2642.9,7919,5158,1157,6.8
4.78,2642.9,7919,5158,2982,7.5
4.97,2642.9,7919,5158,2982,8.1
4.54,2642.9,7919,5158,2982,5.8
4.71,2642.9,7919,5158,2982,6.6
4.82,2642.9,7919,5158,2982,6.5
4.52,2642.9,7919,5158,2982,6.7
5.22,2642.9,7919,5158,2982,7.3
4.5,2642.9,7919,5158,2982,6.2
4.31,2642.9,7919,5158,2982,5.3
4.52,2642.9,7919,5158,2982,7.1
4.26,2642.9,7919,5158,2982,9.5
5.53,2642.9,7919,5158,2982,8.4
4.57,2642.9,7919,5158,2982,6
4.07,2642.9,7919,5158,2982,6.7
4.55,2642.9,7919,5158,2982,6.7
5.85,2642.9,7919,5158,2982,8.1
5.82,4237.1,6051,10746,2982,11.1
5.7,4237.1,6051,10746,2982,8.1
5.02,4237.1,6051,10746,2982,7.7
5.1,4237.1,6051,10746,2982,8.4
4.71,4237.1,6051,10746,2982,7.7
4.09,4237.1,6051,10746,2982,7.9
5,4237.1,6051,10746,2982,6
3.96,4237.1,6051,10746,2982,6.9
4.14,4237.1,6051,10746,2982,6.6
4.68,4237.1,6051,10746,2982,9.1
4.73,4237.1,6051,10746,2982,7.4
4.98,4237.1,6051,10746,2982,8.4
4.84,4237.1,6051,10746,2982,7.3
4.92,4237.1,6051,10746,2982,7.2
4.78,4237.1,6051,10746,2982,7.4
4.82,4237.1,6051,10746,2982,7.6
4.66,4237.1,6051,10746,2982,9.2
5.45,4237.1,6051,10746,2982,11.1
5.14,4237.1,6051,10746,2982,13.7
6.9,4237.1,6051,10746,2982,19.2
7.94,4237.1,6051,10746,2982,16.9
6.74,4237.1,6051,10746,2982,11.2
7.96,4237.1,6051,10746,2982,15.1
8.63,4237.1,6051,10746,2982,13.9
9.35,4237.1,6051,10746,2982,15.3
8.46,6339.3,5840,10277,2982,15.4
6.34,6339.3,5840,10277,2982,15.5
8.39,6339.3,5840,10277,2982,17.5
7.74,6339.3,5840,10277,2982,14.9
7.88,6339.3,5840,10277,2982,16.6
9.26,6339.3,5840,10277,2982,19.9
1.75,6339.3,5840,10277,2982,15.1
8.38,6339.3,5840,10277,2982,13.3
6.15,8094.1,5723,9798,2982,9.2
4.95,3346.9,4162,12539,767,8.6
4.6,3346.9,4162,12539,767,7.4
4.82,3346.9,4162,12539,767,7.1
5.62,3346.9,4162,12539,767,7.4
5.59,3346.9,4162,12539,767,9.7
4.7,3346.9,4162,12539,767,8.6
5.13,3346.9,4162,12539,767,6.6
4.47,3346.9,4162,12539,767,6.1
4.62,3346.9,4162,12539,767,6.4
4.65,3346.9,6089,10472,239,7.5
5.29,3346.9,6089,10472,239,9.1
5.02,3346.9,6089,10472,239,8.7
4.36,3346.9,6089,10472,239,8
4.41,3346.9,6089,10472,239,6.6
3.99,3346.9,6089,10472,239,7.6
4.94,3346.9,6089,10472,239,7.5
3.98,3346.9,6089,10472,239,4.6
4.44,3346.9,6089,10472,239,6
4.2,3346.9,6089,10472,239,5.5
4.02,3557.8,6089,10472,239,14
3.82,3557.8,6089,10472,239,5
3.96,3557.8,6089,10472,239,7.8
3.99,3557.8,6089,10472,239,5.8
4.06,3557.8,6089,10472,239,5.6
3.94,3557.8,6089,10472,239,7
4.1,3557.8,6089,10472,239,5.8
4.17,3557.8,6089,10472,239,7.8
4.22,3557.8,6089,10472,239,7.7
4.17,3557.8,6089,10472,239,6.8
3.98,3557.8,6089,10472,239,8.1
3.83,3557.8,6089,10472,239,5
3.88,3557.8,6089,10472,239,6.5
4.95,3557.8,6089,10472,239,5.6
4.02,3557.8,6089,10472,239,7
4.04,3557.8,6089,10472,239,7.4
4.06,3557.8,6089,10472,239,6.7
3.7,3557.8,6089,10472,239,6
3.8,3557.8,6089,10472,239,6.1
3.88,3557.8,6089,10472,239,6.3
3.74,3557.8,6089,10472,239,6.8
4.09,1232,8775,0,1404,6.3
4.28,1232,8775,0,1404,6
4.44,1232,8775,0,1404,6.6
4.9,1232,8775,0,1404,7
4.04,2483.6,8775,0,1404,6.4
5.03,2483.6,8775,0,1404,5.9
3.61,2483.6,8775,0,1404,5.4
4.31,2483.6,8775,0,1404,7.9
4.52,2483.6,8775,0,1404,5.2
4.2,2483.6,8775,0,1404,4.9
4.54,2483.6,8775,0,1404,6.1
3.93,2483.6,8775,0,1404,7.2
4.28,2483.6,8775,0,1404,6.9
4.39,2483.6,8775,0,1404,7.9
4.79,2483.6,8775,0,1404,5.6
4.71,2483.6,8775,0,1404,6.2
4.31,3492.9,3671,12902,480,5
4.18,3492.9,3671,12902,480,5
4.15,3492.9,3671,12902,480,5.7
5.94,3492.9,3671,12902,480,8.9
4.95,3492.9,3671,12902,480,7.6
5.21,3492.9,3671,12902,480,8.2
7.59,2443.6,9746,0,480,8.9
7.22,2443.6,9746,0,480,9.3
7.4,2443.6,9746,0,480,11.1
7.94,2443.6,9746,0,480,9.2
6.89,2443.6,9746,0,480,10.8
7.75,2443.6,9746,0,480,13
8.58,2443.6,9746,0,480,11.6
8.07,2443.6,9746,0,480,12.6
8.68,2443.6,9746,0,480,12.8
9.08,2443.6,9746,0,480,11
7.99,2443.6,9746,0,480,11.9
6.6,2443.6,10366,0,480,7.9
5.88,2443.6,10366,0,480,7.7
5.77,2443.6,10366,0,480,8.2
7.08,2443.6,10366,0,480,9.3
6.25,2443.6,10366,0,177,9.3
6.3,2443.6,10366,0,177,10.3
6.25,2443.6,10366,0,177,10.6
6.62,2443.6,10366,0,177,10.7
6.54,2443.6,10366,0,177,9.7
6.54,2443.6,10366,0,177,9.3
6.42,2443.6,10366,0,177,9.3
6.7,2443.6,10366,0,177,9.4
6.25,2443.6,10366,0,177,8.2
6.06,2443.6,10366,0,177,8.1
6.07,2443.6,10366,0,177,9.6
5.13,2443.6,10366,0,177,10.8
6.28,2443.6,10366,0,177,11.3
6.94,2443.6,10366,0,177,14
7.08,2443.6,10366,0,177,9.4
7.61,2443.6,10366,0,177,9.4
6.73,2443.6,10366,0,177,9.4
6.17,2443.6,10366,0,177,9.3
6.28,2443.6,10366,0,177,8.9
4.792,3727.1,7007,11027,865,5.8
4.392,3727.1,7007,11027,865,6
4.488,3727.1,7007,11027,865,5.9
4.328,3487.6,7418,10722,865,5.3
5.464,3487.6,7418,10722,865,11
6.744,3487.6,7418,10722,575,12.4
8.488,3487.6,7418,10722,575,13.4
9.08,3487.6,7418,10722,575,15.5
9.4,3487.6,7418,10722,575,13.2
8.088,3487.6,7418,10722,575,12.3
8.456,3487.6,7418,10722,575,11.4
9.448,3487.6,7418,10722,575,13.4
7.624,3487.6,7418,10722,575,10.5
7.384,3487.6,7418,10722,575,11.1
7.432,1610.6,7418,10722,575,11.1
8.104,1610.6,7418,10722,575,9.9
7.368,1610.6,7418,10722,575,12.7
8.632,1610.6,7418,10722,575,11.7
7.096,1610.6,7418,10722,575,10.5
6.904,1610.6,7418,10722,575,12.1
7.144,1610.6,7418,10722,575,10.2
6.984,1610.6,7418,10722,575,9.2
7.752,1610.6,7418,10722,575,11.9
7.816,1610.6,7418,10722,575,11.1
6.92,1610.6,7418,10722,575,12.8
7.32,1610.6,7418,10722,575,10.3
7.032,1610.6,7418,10722,575,11.3
7.464,1610.6,7418,10722,575,9.1
6.872,1610.6,7418,10722,575,8.5
7.272,1610.6,7418,10722,575,9.4
7.08,1610.6,7418,10722,575,8.4
6.968,1610.6,7418,10722,575,14.3
9.224,1610.6,7418,10722,575,14.1
9.208,1610.6,7418,10722,575,11.3
8.6,1610.6,7418,10722,575,11
8.824,1610.6,7418,10722,575,11.6
7.416,1610.6,7418,10722,575,11
7.672,1610.6,7418,10722,575,16.1
5.096,2172.7,4162,12539,247,7.5
5.608,2172.7,4162,12539,247,6.8
5.464,2172.7,4162,12539,247,7.6
6.168,2172.7,4162,12539,247,7.9
5.56,2172.7,4162,12539,247,7.5
5.72,2172.7,4162,12539,247,7.4
6.376,2172.7,4162,12539,247,8.5
7.064,2172.7,4162,12539,247,9
7.048,2172.7,4162,12539,247,8.9
6.168,2172.7,4162,12539,247,7.6
5.848,2383.1,6788,11156,2939,8.4
5.496,2383.1,6788,11156,2939,7.9
4.664,2383.1,6788,11156,2939,8.1
4.024,2383.1,6788,11156,2939,6.6
6.888,2383.1,6788,11156,2939,10.3
7.032,2383.1,6788,11156,2939,10.5
6.808,2383.1,6788,11156,2939,9.4
7.112,2383.1,6788,11156,2939,7.4
6.216,2383.1,6788,11156,2939,9
6.216,2383.1,6788,11156,2249,10.4
6.36,2383.1,6788,11156,2249,9
7.192,2485.6,6788,11156,2249,12.1
7.752,2485.6,6788,11156,2249,10.2
6.92,2485.6,6788,11156,2249,8.9
5.656,2485.6,6788,11156,2249,8.7
5.432,2485.6,6788,11156,2249,11
4.968,2485.6,6788,11156,2249,9.7
4.584,2485.6,6788,11156,2249,9.2
4.728,2485.6,6850,5291,2249,6.4
4.984,2485.6,6850,5291,2249,5.8
6.28,2485.6,6850,5291,2249,10.3
4.968,2485.6,6850,5291,322,7.2
5.16,2485.6,6850,5291,322,6.8
4.904,2485.6,6850,5291,322,7.4
5.208,2485.6,6850,5291,322,7.1
5.176,2485.6,6850,5291,322,6.9
5.176,2485.6,6850,5291,322,7
4.728,2485.6,6850,5291,322,8.2
5.368,2485.6,6850,5291,322,6.7
5.208,2485.6,6850,5291,322,7.1
4.888,2485.6,6850,5291,322,7.5
4.84,2485.6,6850,5291,322,7.6
5.048,2485.6,6850,5291,322,7.5
5.272,2485.6,6850,5291,322,7.8
5.224,2485.6,6850,5291,322,8.5
5.288,2208.5,6850,5291,322,7.3
