ACLM,ACH,LTLM,LTH,PLM,PH,BH,PaLM,PaH,RuLM,RuH,DBL,DBH,RoadRoidIRI
0.79,0.124,0.064,0.133,0.0,0.0,0.0,0.297,0.566,0.0,0.121,0.0,0.0,6.147
0.58,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.818,0.0,0.0,1.305,0.0,2.62
0.0,0.0,2.374,0.0,0.0,0.387,1.148,0.445,0.104,0.0,1.451,0.374,0.0,7.09
1.24,0.158,0.0,0.169,0.0,0.0,0.0,0.0,0.261,0.0,0.0,2.694,0.581,6.23
0.0,0.0,1.333,0.0,0.0,0.0,1.079,0.0,0.087,0.0,1.814,0.0,0.0,4.65
0.0,0.158,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.621,0.0,0.444,0.194,7.658
0.0,0.249,0.132,0.266,0.0,0.0,0.104,0.8,0.191,0.411,0.0,2.393,0.0,7.145
0.0,0.0,0.0,0.0,0.0,0.155,0.104,0.297,1.093,0.0,0.0,1.079,0.0,6.112
0.472,0.0,0.055,0.0,0.0,0.0,0.0,1.51,0.805,0.548,0.0,0.0,0.0,4.568
0.0,0.294,1.05,0.0,0.0,0.568,0.289,0.0,0.261,0.0,0.0,0.0,0.0,9.895
0.0,0.0,0.0,0.0,0.0,0.093,0.044,0.0,0.0,0.0,0.0,0.566,0.718,6.36
1.486,0.124,0.712,0.133,0.0,0.516,0.0,0.258,0.679,0.0,0.0,0.818,0.478,9.1
0.48,1.582,0.292,1.306,0.0,0.297,1.014,0.163,0.661,0.0,0.0,0.104,0.194,8.2
0.2,0.09,0.0,0.097,0.0,0.3,0.418,0.0,0.126,0.0,1.814,0.261,0.0,6.1
0.5,0.87,0.502,0.931,1.566,0.194,0.174,0.297,0.783,1.123,0.0,0.087,0.0,12.66
0.66,0.0,0.0,0.0,0.566,0.0,0.61,1.446,0.0,0.0,0.181,0.0,1.226,5.96
0.511,0.544,0.603,0.0,0.0,0.0,0.522,0.129,1.305,0.1,0.0,0.191,0.194,4.0
0.091,0.121,0.0,0.363,0.131,0.0,0.896,1.317,0.581,0.128,0.0,1.093,0.0,4.65
0.365,0.0,0.0,0.133,0.74,0.0,1.148,0.0,0.0,0.0,0.786,0.544,0.194,6.56
0.0,1.451,0.0,0.0,0.0,0.0,0.548,0.194,0.194,0.0,2.176,0.121,0.0,4.2
0.292,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.0,0.0,1.753,0.0,0.0,4.23
0.301,1.814,0.21,0.0,0.0,0.0,0.592,0.297,0.0,0.0,0.0,1.451,0.0,5.22
0.137,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,4.65
0.261,0.207,0.813,0.0,0.0,0.0,0.609,0.0,0.0,1.566,0.0,1.814,0.0,3.21
1.009,0.0,0.0,0.0,0.12,0.0,0.0,0.258,0.718,0.566,0.155,0.0,0.131,3.66
0.0,2.388,0.0,0.302,0.11,0.0,0.11,0.0,0.478,0.0,0.0,1.114,0.74,6.52
0.131,0.181,0.0,0.0,0.33,0.0,0.0,0.0,0.194,0.131,0.568,0.0,0.0,4.25
0.244,0.0,0.1,0.0,0.052,0.0,0.218,2.866,0.0,0.74,0.926,0.0,0.0,3.21
0.513,0.458,0.656,0.0,0.66,0.0,0.2,0.0,0.0,0.0,0.516,0.137,0.593,6.12
1.009,1.743,0.0,0.0,0.56,0.0,0.261,0.207,1.226,0.0,0.297,0.415,1.096,6.123
0.679,0.581,0.0,0.0,0.66,0.0,0.0,2.388,0.194,0.0,0.0,0.0,0.0,6.85
1.322,0.0,1.096,0.0,0.0,0.0,0.661,0.775,0.0,0.374,0.194,1.37,0.138,7.2
0.0,0.0,0.666,0.0,0.0,0.0,0.644,0.0,0.194,0.12,0.0,0.0,0.0,8.1
