AC1,AC2,AC3,BE1,BE2,BE3,D1,D2,D3,F1,F2,F3,G1,G2,G3,H1,H2,H3,IRI
0.9,1.05,0.0,0.0,2.1,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.25
0.0,0.98,0.0,0.0,0.15,0.0,0.0,0.9,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77
1.43,0.0,1.2,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.65,4.69
0.5,0.12,0.23,0.36,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,3.89
0.6,0.66,0.51,0.0,1.23,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.23
0.53,0.47,0.98,0.0,0.23,1.05,0.3,0.01,0.11,0.08,0.0,0.0,0.0,0.15,0.04,0.0,0.25,0.5,5.13
0.6,0.9,0.33,0.25,1.23,0.98,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.5,3.9
0.0,0.0,0.33,0.0,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,3.34
0.0,0.23,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
0.0,0.2,0.3,1.25,0.35,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
1.29,0.6,0.0,0.0,0.0,0.8,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87
0.6,0.0,0.56,0.0,1.2,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
0.0,0.0,0.26,0.0,0.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.455,0.12,0.0,0.0,3.91
0.0,1.46,1.16,0.0,0.0,0.69,0.1,0.3,0.26,0.0,0.03,0.0,0.3,0.3,0.0,0.0,0.0,0.45,6.01
1.73,1.6,0.26,0.0,0.0,0.5,0.15,0.63,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03
0.0,0.0,2.14,1.23,0.0,1.22,0.7,0.0,0.12,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,4.98
0.653,0.33,0.74,0.0,0.85,0.81,0.32,0.96,0.72,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.98
0.36,0.0,1.1,0.0,0.0,0.0,0.36,0.85,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,4.25
0.4,0.0,0.15,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.45,0.0,1.33,0.0,0.0,2.39
0.0,0.96,0.606,0.0,0.0,0.0,0.0,0.482,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.37,2.175,0.066,0.0,0.3,0.0,0.056,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.98
0.705,0.0,0.0,0.0,0.0,2.212,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.47,0.0,2.46
0.165,0.12,0.5,0.0,0.48,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
0.56,0.5,1.73,0.0,0.5,0.45,0.32,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.6,0.0,0.0,4.94
0.85,0.71,1.325,0.0,0.66,0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,4.19
0.22,0.5,0.0,0.0,0.03,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.3
0.0,0.25,0.65,0.0,0.0,0.78,0.23,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.59
0.0,0.06,0.0,0.0,0.31,0.88,0.1,0.426,0.21,0.0,0.0,0.0,0.0,0.0,0.32,0.6,0.0,0.0,3.47
0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35
0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54
0.73,0.0,0.23,0.0,0.26,2.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.17
0.62,1.22,0.12,0.12,1.23,0.0,0.12,0.122,0.45,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.0,0.0,3.01
2.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.45,0.0,0.26,4.06
1.16,1.22,0.772,0.155,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.778,0.0,2.39
0.62,1.22,0.12,0.12,1.23,0.0,0.12,0.122,0.45,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.0,0.0,2.85
0.0,0.23,1.05,0.1,0.25,0.56,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.0,5.38
0.756,1.23,0.6,0.15,0.62,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.23,0.15,0.23,0.0,0.0,4.42
0.0,0.24,0.16,0.0,1.2,1.03,0.0,0.0,0.82,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88
0.0,3.6,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32
1.4,2.3,2.12,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,6.95
0.0,2.1,0.0,0.0,0.0,1.1,0.15,0.25,0.45,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,6.11
0.0,1.0,1.43,0.0,0.6,1.3,0.51,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11
0.577,1.7,0.15,0.0,0.4,0.6,0.0,0.23,0.8165,0.23,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,6.11
0.65,1.21,0.0,0.0,0.0,0.0,0.0,1.46,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,5.95
0.6,0.16,0.0,0.0,0.2,0.0,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.38
0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15
0.0,0.65,0.1,0.0,1.22,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.0,0.0,3.19
0.4,0.0,3.15,0.0,1.1,0.0,0.0,0.9,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52
1.25,1.8,0.89,0.0,0.32,0.0,0.0,0.66,0.5,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,5.46
0.12,3.1,0.0,0.0,0.8,0.5,0.0,0.06,0.104,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,4.5
0.856,0.0,1.13,1.3,0.6,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.79,0.15,0.0,0.0,0.15,3.07
0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
0.9,0.42,0.75,0.0,0.0,0.7,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.89
0.15,0.8,0.0,0.0,0.0,2.05,0.78,0.66,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,2.07
0.6,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.69
0.6,0.23,0.6,0.0,0.2,0.0,0.0,0.76,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.98,0.0,0.0,0.0,0.156,0.48,0.0,0.0,0.0,4.99
1.1,2.5,0.81,0.0,0.0,0.0,0.0,0.366,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.6,5.91
0.0,0.63,0.0,0.0,2.6356,0.75,0.31,0.7255,0.2,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,4.68
0.4,3.76,2.77,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.26,0.46,0.0,5.26
0.45,0.14,0.0,0.0,0.9,1.0,0.0,0.25,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94
0.0,0.0,1.4,0.0,0.0,1.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,4.82
0.0,2.4,0.6,2.0,4.2,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07
0.516,0.9,0.55,0.0,2.336,1.245,0.0,0.0,0.56,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,5.34
0.3,0.26,0.22,0.0,1.05,0.0,0.3,0.56,0.45,0.0,0.0,0.0,0.0,0.87,0.0,0.0,1.25,0.0,5.61
1.0,1.2,1.27,0.0,0.0,0.0,0.0,0.35,0.31,0.01,0.08,0.0,0.0,0.0,0.0,0.0,1.5,0.0,6.48
0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.16
0.0,0.0,0.78,0.0,0.0,0.81,0.0,0.0,0.12,0.065,0.0,0.0,0.0,0.0,0.05,0.9,0.4,0.56,6.14
1.5,0.23,0.5,0.0,0.6,0.45,0.12,0.32,1.19,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.62,0.0,5.48
0.66,0.0,0.5,0.15,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.18
1.23,0.25,0.7,0.66,0.0,0.0,0.0,1.01,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,5.39
0.23,1.44,1.21,0.0,0.96,0.6,0.0,0.37,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,6.57
0.0,1.2,0.0,1.22,0.15,0.0,0.0,0.1,0.63,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.455,0.0,6.29
0.0,0.0,0.0,0.0,0.564,0.0,0.69,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
0.0,0.56,0.85,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.66,0.0,0.0,0.0,5.09
0.0,0.41,0.0,0.96,0.0,0.12,0.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,2.99
0.0,0.6256,0.561,0.41,0.0,0.26,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91
0.42,0.0,0.0,0.67,0.0,0.33,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3.28
0.0,0.33,0.0,0.0,0.68,0.48,0.23,0.583,0.1,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,2.81
0.0,1.241,0.0,0.0,0.63,0.85,0.0,0.0,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01
0.056,0.36,0.33,0.15,0.15,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66
1.01,0.0,0.15,0.0,0.0,0.25,0.81,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
0.0,0.62,0.26,0.0,0.0,0.4,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79
1.17,0.41,0.3,0.0,0.15,0.0,0.0,1.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51
0.0,0.0,0.52,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
0.0,0.1251,0.66,0.0,0.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
0.0,0.0,0.6,0.5,0.6,0.81,0.0,0.6521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75
0.15,1.18,0.0,0.233,0.43,0.47,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59
0.15,0.0,0.0,0.15,0.63,0.54,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
0.0,1.6556,0.89,0.0,0.11,0.15,0.0,0.15,0.0,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3.84
0.0,0.0,1.47,0.63,0.0,0.36,0.0,0.11,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.85
0.63,0.0,0.95,0.15,0.0,0.23,0.32,0.0,0.57,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4.5
1.31,2.11,0.0,0.32,0.0,0.12,0.0,0.652,0.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.7
0.51,0.0,0.45,0.32,0.48,0.36,0.32,0.0,0.15,0.0,0.01,0.0,0.0,0.3,0.0,0.015,0.15,0.0,4.66
0.0,0.0,0.18,0.0,0.15,0.36,0.15,0.33,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,4.6
0.0,0.73,0.36,0.0,0.0,0.0,0.36,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,5.84
0.85,0.23,0.12,0.0,0.0,0.0,0.0,0.38,0.62,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81
0.52,0.0,0.0,0.0,0.63,0.0,0.415,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,6.65
0.55,0.0,0.23,0.0,0.0,0.73,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22
